ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
1125,55,25,185,89566,4,7.93,2,97,1,0,0,1,1
1126,45,13,147,98257,4,3.15,1,225,0,0,1,1,0
1127,50,8,54,58070,1,1.87,3,221,1,1,1,0,0
1128,54,11,126,15166,4,3.65,1,279,1,0,1,1,0
1129,29,5,147,17121,3,6.05,2,42,1,1,0,1,1
1130,51,19,102,24677,2,7.18,3,152,1,0,1,0,1
1131,30,23,157,66561,4,4.18,1,289,1,0,1,1,0
1132,23,26,162,91909,2,5.23,2,223,1,1,0,1,1
1133,25,37,158,97409,2,4.82,3,118,0,0,0,0,0
1134,46,7,130,47664,2,0.59,3,213,1,0,1,0,0
1135,45,0,109,11293,4,4.26,3,52,1,0,1,1,0
1136,30,23,43,32443,1,6.08,1,219,0,1,1,1,1
1137,59,6,96,59212,2,5.91,2,242,0,1,1,0,1
1138,25,18,120,94131,2,7.62,1,52,1,1,1,0,1
1139,55,21,151,85276,4,6.87,1,116,0,1,0,1,1
1140,50,34,32,22559,4,3.13,1,41,0,1,1,1,0
1141,30,29,117,75231,3,2.93,3,246,1,0,1,0,0
1142,56,28,139,49044,3,4.91,2,290,1,0,0,1,0
1143,57,21,56,31747,1,7.46,1,247,0,1,1,1,1
1144,54,10,67,83509,1,1.39,2,100,1,1,1,0,0
1145,46,19,20,90869,1,9.51,3,86,0,0,1,1,0
1146,36,28,79,40129,1,5.66,1,83,0,1,0,1,1
1147,54,33,159,10037,2,3.41,2,260,0,0,1,0,0
1148,38,0,168,58503,4,7.09,3,220,0,1,0,1,1
1149,26,30,158,38207,3,0.92,1,153,1,1,0,1,1
1150,59,29,63,43241,2,5.1,1,50,1,0,0,0,0
1151,43,17,134,10058,4,5.12,2,37,1,0,1,0,1
1152,36,16,127,78172,4,2.04,2,258,1,1,0,0,1
1153,53,37,63,24834,2,8.46,1,186,1,1,1,1,1
1154,40,13,97,91113,2,8.07,1,12,1,0,1,1,0
1155,29,22,181,37190,3,1.95,3,222,1,0,0,1,0
1156,32,24,44,82832,1,3.96,3,86,1,1,1,1,0
1157,29,14,151,31383,1,1.45,1,258,1,0,0,0,0
1158,55,21,135,34660,3,8.56,2,180,1,1,0,0,1
1159,45,2,138,12674,3,3.57,2,172,1,1,1,0,1
1160,43,18,163,32820,1,4.67,1,194,1,1,1,1,1
1161,41,33,29,95040,2,3.58,3,244,0,1,1,0,0
1162,41,34,128,35666,1,3.45,1,195,1,1,1,1,1
1163,58,0,54,53794,4,7.6,2,61,1,1,1,1,1
1164,51,20,153,12076,4,7.6,1,24,1,1,0,1,1
1165,40,28,38,74854,3,5.42,1,51,1,0,1,0,0
1166,24,5,27,62342,1,6.75,3,49,1,0,1,1,0
1167,23,36,29,47555,1,5.36,2,294,0,1,1,1,1
1168,27,0,185,65208,4,0.77,2,51,0,0,0,0,0
1169,42,0,48,42406,1,1.13,1,39,1,1,0,0,0
1170,33,26,34,71572,3,4.15,2,231,1,1,0,1,0
1171,64,20,106,50262,3,7.62,2,59,1,0,1,1,1
1172,24,15,42,96661,4,9.18,2,215,0,0,0,1,0
1173,25,39,65,33216,1,0.78,2,196,1,1,0,0,0
1174,45,25,47,78117,1,4.0,3,275,1,0,1,0,0
1175,34,15,45,91136,4,2.63,3,1,0,1,1,0,0
1176,42,27,29,40284,2,8.24,3,105,0,0,1,0,0
1177,27,0,194,30171,2,8.54,3,215,1,1,0,0,1
1178,59,35,23,24333,1,2.46,3,264,1,1,0,1,0
1179,60,9,74,40535,3,7.25,2,166,0,1,0,1,1
1180,52,16,85,99023,2,7.45,1,246,1,0,1,1,0
1181,31,22,86,85940,1,2.18,1,209,1,1,1,1,0
1182,56,6,154,43700,2,4.62,3,57,0,1,0,0,1
1183,57,6,74,93583,4,6.39,2,42,1,0,0,0,0
1184,44,14,50,51516,2,0.75,3,137,0,0,0,1,0
1185,46,33,93,25577,2,4.34,1,108,1,1,1,1,0
1186,39,3,38,99834,4,1.97,2,47,1,0,1,0,0
1187,32,13,175,25015,3,5.65,2,125,0,1,0,1,1
1188,52,13,100,31236,1,8.51,2,213,0,1,1,1,1
1189,45,15,175,76640,3,5.49,1,127,0,1,1,0,1
1190,54,6,166,93190,3,0.84,1,197,0,0,1,1,0
1191,39,31,106,55704,2,0.78,3,201,0,0,0,0,0
1192,39,18,39,52369,1,6.25,3,191,0,0,0,1,0
1193,36,1,32,13646,2,3.62,1,106,0,1,1,1,0
1194,31,9,96,97007,4,5.94,3,193,0,1,1,1,1
1195,62,16,62,35906,3,2.05,1,237,0,1,0,0,0
1196,24,36,158,96643,3,7.88,2,131,1,0,0,0,1
1197,47,11,195,57728,4,8.68,3,82,1,0,0,0,1
1198,61,5,162,24878,1,8.95,1,283,0,1,0,0,1
1199,31,21,164,19145,3,3.39,1,221,1,0,1,0,0
1200,44,31,69,98578,3,6.78,1,105,0,0,0,0,0
1201,26,19,47,28226,1,3.15,3,293,0,0,0,1,0
1202,48,0,23,12802,2,7.75,3,65,1,0,0,1,0
1203,51,5,41,34119,4,1.64,2,194,0,1,0,1,0
1204,56,18,138,73560,1,7.75,3,187,0,1,0,1,1
1205,45,17,120,67353,4,4.68,3,46,0,1,1,0,1
1206,59,5,58,72126,4,8.63,3,24,0,0,1,1,0
1207,33,32,53,81641,3,7.52,2,65,1,0,1,0,0
1208,28,22,116,61712,1,4.08,2,66,0,0,0,1,0
1209,40,22,63,62189,4,9.08,2,196,1,1,0,1,1
1210,43,25,189,67784,2,3.19,3,245,1,0,1,0,0
1211,64,12,59,78285,4,9.69,1,295,0,1,0,0,1
1212,58,6,116,52949,3,7.79,3,99,1,1,0,1,1
1213,63,14,159,44129,2,9.91,2,177,1,1,0,0,1
1214,60,26,149,34512,2,1.01,3,114,1,0,0,0,0
1215,56,25,175,89031,1,3.1,3,167,1,1,0,1,1
1216,39,32,93,73554,2,7.54,1,118,0,1,0,0,1
1217,59,14,105,12064,1,9.26,1,164,0,0,1,0,1
1218,47,35,109,61567,1,0.77,3,218,0,1,0,0,1
1219,60,26,86,40011,2,0.5,2,196,1,0,1,1,0
1220,34,4,95,81152,1,2.93,3,236,1,1,0,0,0
1221,45,1,111,83511,1,8.6,3,168,0,0,0,0,1
1222,64,32,29,20960,2,7.79,3,75,1,1,0,0,1
1223,44,15,105,68920,3,3.73,2,286,1,1,0,1,1
1224,43,22,121,31387,4,0.52,2,32,0,1,1,1,1
1225,49,37,127,25324,1,5.77,2,298,1,0,0,1,1
1226,53,15,184,73960,1,2.76,2,229,1,0,1,0,0
1227,28,13,110,81779,2,7.58,2,194,0,0,1,1,1
1228,49,28,98,42628,4,4.74,3,293,0,1,1,0,0
1229,62,25,105,85096,4,6.95,2,296,0,0,1,1,1
1230,56,34,126,57452,1,8.6,3,277,0,0,0,1,1
1231,34,14,187,51098,2,5.59,3,229,0,0,1,0,1
1232,29,2,120,80459,3,3.69,3,95,0,0,0,0,0
1233,32,22,127,49235,4,7.81,1,170,0,1,1,0,1
1234,39,28,79,96861,3,3.02,2,31,1,1,1,0,0
1235,48,33,67,37949,2,8.97,2,44,0,1,1,0,1
1236,43,32,136,32821,3,1.18,3,71,1,1,0,0,1
1237,50,22,125,81612,2,8.44,1,19,0,1,1,0,1
1238,24,6,166,32032,1,1.37,2,238,1,1,0,1,1
1239,23,2,52,83537,3,1.03,3,198,1,0,1,1,0
1240,58,31,63,25303,1,3.95,1,64,1,1,1,1,0
1241,48,30,184,91993,1,9.59,3,187,1,0,1,0,1
1242,51,17,131,22303,2,9.84,1,88,1,1,0,1,1
1243,43,6,108,60701,3,2.42,3,200,0,0,0,0,0
1244,33,0,55,60511,4,1.91,2,22,0,1,0,1,0
1245,62,13,100,90664,3,3.85,3,295,0,1,1,1,0
1246,33,31,107,28280,4,3.7,3,129,1,1,1,0,1
1247,58,5,168,49427,1,7.72,1,153,1,1,1,1,1
1248,61,38,149,16967,1,4.72,1,77,1,0,1,1,0
1249,62,9,50,16661,2,7.91,2,189,0,0,0,1,0
1250,57,6,127,87952,4,7.61,3,299,1,1,1,1,1
1251,56,25,49,76046,3,5.99,1,153,1,1,0,1,1
1252,46,33,191,45200,2,8.42,2,112,0,0,0,0,1
1253,44,29,31,77442,2,2.36,2,116,0,1,0,0,0
1254,27,35,70,71671,2,2.04,1,4,0,1,1,1,0
1255,55,20,140,68168,3,7.63,1,34,1,0,0,0,1
1256,58,16,196,58322,2,2.83,3,271,1,0,0,0,0
1257,42,32,171,91984,3,0.53,2,158,0,0,0,1,0
1258,41,9,171,47696,2,9.16,1,209,1,0,1,0,1
1259,57,11,158,80246,4,6.42,2,13,1,1,0,0,1
1260,39,15,32,48892,1,4.73,3,24,1,1,0,0,0
1261,56,31,110,25583,4,7.39,1,217,1,1,0,1,1
1262,31,14,93,92720,4,3.67,2,253,0,1,0,1,0
1263,48,26,39,65215,2,9.56,1,202,1,0,0,1,0
1264,24,27,91,34853,4,1.15,3,100,1,1,0,1,0
1265,31,16,92,16109,4,6.59,3,228,0,1,1,1,1
1266,31,1,90,69757,4,7.88,3,198,1,0,0,1,0
1267,62,35,97,16659,2,4.96,3,177,1,1,1,1,0
1268,39,6,47,11238,3,7.67,1,275,0,0,1,0,0
1269,23,12,149,25064,1,9.31,1,129,1,0,1,1,1
1270,47,14,140,41115,1,7.57,2,278,0,0,1,0,1
1271,62,24,62,41952,3,3.44,2,287,1,0,0,1,0
1272,64,22,27,15620,3,5.84,1,140,1,0,1,1,0
1273,47,21,32,54258,4,9.16,1,12,1,1,0,1,1
1274,61,25,130,14470,1,4.77,2,216,0,1,0,1,1
1275,57,32,54,32003,3,6.98,1,185,1,1,0,0,1
1276,25,10,42,37571,4,4.92,3,26,1,0,1,1,0
1277,59,9,65,34668,1,1.65,3,217,0,0,0,0,0
1278,52,24,34,87259,2,1.06,3,13,1,1,0,0,0
1279,60,36,149,42046,2,9.55,2,141,1,0,1,0,1
1280,56,37,80,80977,1,6.32,1,54,1,0,0,1,0
1281,34,23,134,87255,1,1.49,2,190,0,0,0,1,0
1282,41,39,83,15397,2,8.65,2,284,0,1,0,0,1
1283,59,32,71,93481,2,5.47,1,88,0,0,1,1,0
1284,39,16,183,32233,1,7.83,2,44,1,0,0,1,1
1285,32,23,88,93336,4,1.7,3,131,0,0,0,1,0
1286,34,36,86,70308,3,9.12,1,65,1,1,0,0,1
1287,38,1,194,79726,3,6.11,3,278,0,0,0,0,1
1288,46,31,102,73219,1,7.51,3,147,0,1,1,0,1
1289,41,23,21,11130,3,0.8,1,144,1,0,1,0,0
1290,30,8,191,24071,2,3.5,3,5,0,0,1,0,0
1291,53,3,97,95517,2,3.04,3,81,0,1,0,1,0
1292,43,16,47,12118,3,9.52,3,122,1,1,0,0,1
1293,39,16,73,10663,1,2.26,1,166,1,1,0,0,0
1294,45,29,86,72408,2,7.22,1,236,1,0,1,0,0
1295,59,39,183,61786,4,0.91,1,104,1,1,1,0,1
1296,38,10,121,91271,4,2.38,2,289,1,1,0,1,1
1297,28,20,139,29158,2,3.72,3,237,1,1,0,1,1
1298,30,20,172,41087,2,8.05,2,81,1,0,0,0,1
1299,47,17,67,98114,3,8.0,2,93,1,1,1,1,1
1300,40,28,186,63121,1,9.55,3,284,0,0,0,0,1
1301,47,23,66,29874,3,9.21,1,296,1,0,1,0,0
1302,34,9,40,93443,1,1.27,2,65,0,0,1,0,0
1303,37,16,177,50821,4,8.38,1,111,1,1,0,1,1
1304,48,17,111,70582,4,4.79,1,170,1,1,0,1,1
1305,63,19,178,32787,1,8.73,3,246,0,1,0,0,1
1306,48,36,140,74703,3,1.35,2,65,0,1,1,0,1
1307,54,17,135,31705,2,8.32,2,67,0,0,0,0,1
1308,32,16,173,79381,1,2.02,1,33,1,1,1,1,1
1309,38,8,169,54653,3,3.67,3,0,1,1,1,0,1
1310,29,13,168,92018,4,0.77,2,150,1,0,0,0,0
1311,39,28,20,96217,2,1.68,1,271,1,1,0,1,0
1312,45,30,184,42252,4,4.73,1,257,0,0,1,0,0
1313,48,3,96,83332,1,8.27,1,237,1,0,1,1,0
1314,43,17,104,82799,4,7.85,3,115,0,1,0,0,1
1315,44,19,65,72185,4,2.74,3,75,1,0,1,1,0
1316,29,8,156,88313,1,1.94,1,282,1,0,0,0,0
1317,36,12,164,51538,2,4.2,1,18,0,0,0,0,0
1318,37,14,66,30343,1,8.89,3,283,1,1,0,1,1
1319,29,26,78,90398,3,1.37,1,34,0,1,0,0,0
1320,31,14,73,51232,1,5.66,1,240,1,1,1,1,1
1321,30,27,105,63106,1,1.34,3,6,1,0,0,0,0
1322,45,36,31,91227,2,4.97,1,36,1,1,0,1,0
1323,51,18,25,63079,3,1.7,1,152,1,1,1,0,0
1324,40,25,72,35028,4,1.26,1,244,1,0,1,1,0
1325,53,25,163,52135,4,2.31,3,249,0,1,0,1,1
1326,52,24,109,41066,4,2.92,3,114,1,1,0,0,1
1327,61,25,24,93470,4,3.12,3,40,1,0,1,0,0
1328,57,25,92,30910,2,6.63,2,61,1,1,1,1,1
1329,40,27,193,17141,3,1.02,2,168,1,0,0,1,0
1330,64,17,33,55950,2,1.27,2,141,0,1,1,1,0
1331,61,31,191,65723,1,2.29,2,257,1,1,1,0,1
1332,39,2,125,26225,3,8.78,3,87,0,1,1,1,1
1333,36,1,71,97123,3,6.47,1,47,0,0,1,1,0
1334,53,32,135,42959,4,7.44,3,11,0,1,0,1,1
1335,46,18,45,59192,4,4.02,2,210,0,1,0,0,0
1336,57,16,72,89711,4,2.53,3,243,0,0,0,0,0
1337,56,32,128,20051,4,0.86,1,238,1,1,0,0,1
1338,25,11,48,81428,1,5.14,2,196,0,0,1,1,0
1339,59,2,38,13449,4,5.96,1,256,0,1,1,1,1
1340,62,25,66,51095,2,9.02,1,234,0,1,1,0,1
1341,48,34,155,87929,3,8.88,1,186,0,1,1,0,1
1342,45,7,42,39190,1,4.53,2,200,0,1,0,0,0
1343,61,35,136,36141,1,4.52,3,102,0,1,0,0,1
1344,37,6,125,33908,3,2.03,2,289,1,1,1,1,1
1345,26,35,182,42322,3,2.95,2,220,1,0,0,0,0
1346,51,15,72,60710,3,9.29,3,186,0,1,0,0,1
1347,44,23,115,24012,1,1.84,3,98,0,0,1,1,0
1348,47,0,24,44889,2,9.7,3,244,0,1,0,1,1
1349,35,24,35,27412,2,5.3,3,21,0,0,0,0,0
1350,40,9,36,34657,3,4.84,1,67,0,0,1,0,0
1351,55,15,179,15656,1,2.16,2,64,1,0,1,0,0
1352,38,15,121,18967,4,6.78,2,291,1,1,1,0,1
1353,64,7,199,94958,1,4.87,2,216,1,1,0,1,1
1354,24,28,39,25764,3,4.02,3,28,1,0,1,0,0
1355,57,38,131,25873,1,3.01,2,192,1,0,1,0,0
1356,64,27,139,61030,1,1.13,1,55,1,0,0,0,0
1357,56,5,130,77807,1,5.43,2,211,0,0,0,0,1
1358,52,15,20,11607,4,3.47,2,237,0,0,1,1,0
1359,35,19,77,29523,3,7.22,1,199,1,0,0,0,0
1360,35,15,112,58447,3,7.37,1,177,0,1,0,1,1
1361,40,6,191,59757,3,3.66,2,152,1,1,1,0,1
1362,54,13,25,79201,2,6.86,3,43,1,0,1,0,0
1363,54,25,127,91844,2,2.96,3,167,1,1,0,0,1
1364,57,25,122,81388,3,7.41,2,286,0,0,1,1,1
1365,61,13,69,15462,1,0.65,2,196,0,0,0,1,0
1366,51,6,137,41795,1,1.94,2,73,1,1,0,0,1
1367,51,32,129,79806,3,2.83,2,170,0,0,0,1,0
1368,38,25,107,58465,4,7.84,3,182,1,1,0,1,1
1369,32,19,39,71109,4,1.13,2,15,0,0,1,0,0
1370,52,2,33,60528,1,2.29,1,67,0,0,0,1,0
1371,47,3,152,46230,1,3.91,3,41,1,1,1,1,1
1372,61,25,188,58242,2,0.59,3,109,1,1,0,1,1
1373,42,10,59,75883,4,7.74,1,40,1,1,0,1,1
1374,27,1,53,11783,1,5.82,2,5,1,0,1,1,0
1375,23,13,143,38390,1,9.06,2,180,0,1,1,0,1
1376,52,29,64,18417,3,0.79,2,272,1,0,0,0,0
1377,25,11,99,82102,2,3.08,2,184,0,0,0,0,0
1378,36,25,90,27426,4,7.45,2,143,1,1,1,1,1
1379,52,32,174,40750,4,6.91,1,99,0,0,1,0,1
1380,26,12,97,68188,2,2.81,2,89,1,1,1,1,0
1381,40,13,97,20872,1,6.16,1,245,1,1,0,0,1
1382,59,23,191,58086,4,8.04,1,238,1,0,1,1,1
1383,47,33,52,76770,4,0.82,1,211,0,0,0,1,0
1384,23,25,52,93514,4,7.32,2,80,0,1,1,1,1
1385,37,20,63,98177,3,2.89,2,114,1,1,1,0,0
1386,31,27,39,44720,2,9.5,3,275,0,0,1,1,0
1387,37,35,130,28079,4,5.61,3,79,1,1,0,0,1
1388,46,39,183,27338,2,0.82,1,55,0,0,1,1,0
1389,26,1,26,13291,1,4.33,3,178,1,0,1,1,0
1390,34,8,179,84084,2,9.68,1,48,1,1,0,0,1
1391,59,22,186,59393,3,7.44,3,259,0,0,1,0,1
1392,59,14,43,79770,3,3.35,2,273,0,1,0,1,0
1393,28,12,89,36720,2,5.97,2,291,0,1,0,1,1
1394,61,22,131,23368,3,6.19,1,290,1,0,0,1,1
1395,46,16,123,64313,4,0.72,1,29,0,0,1,0,0
1396,33,1,73,57969,3,2.2,2,251,0,0,1,1,0
1397,35,19,57,58838,1,5.74,2,62,0,1,0,1,1
1398,56,19,93,18734,2,4.33,2,81,0,1,0,1,0
1399,47,2,99,22197,2,2.31,3,168,0,1,0,1,0
1400,29,11,51,78895,1,7.84,3,157,1,1,1,0,1
1401,26,39,64,66831,1,5.15,3,55,1,1,0,0,1
1402,30,1,80,68073,1,3.44,3,141,0,1,0,0,0
1403,42,35,72,82925,1,2.04,1,148,1,0,1,0,0
1404,51,13,147,90488,4,6.31,1,225,0,0,1,1,1
1405,32,15,198,94475,3,6.83,3,24,0,0,0,1,1
1406,56,18,95,60302,3,6.86,1,177,1,1,0,0,1
1407,48,33,46,25624,4,2.59,3,94,1,0,0,1,0
1408,63,5,185,77271,1,6.16,3,52,1,1,0,1,1
1409,25,12,81,34315,2,9.1,2,69,1,0,1,1,0
1410,28,35,37,27422,2,3.86,3,175,1,0,0,0,0
1411,27,21,146,49137,2,2.5,1,131,1,0,1,0,0
1412,27,17,128,82663,1,7.84,3,212,1,0,1,0,1
1413,45,11,122,58232,4,2.18,2,210,0,1,0,1,1
1414,31,29,96,88142,4,2.91,1,63,0,1,1,1,0
1415,57,39,136,42743,4,1.46,2,34,0,0,0,1,0
1416,42,6,123,25636,3,3.04,3,11,1,0,1,0,0
1417,64,31,177,20108,3,4.4,3,247,0,1,0,0,1
1418,57,18,68,83634,3,1.11,3,111,0,1,1,0,0
1419,40,5,188,46180,3,8.78,3,90,0,0,1,0,1
1420,39,19,135,28883,2,5.38,1,293,0,0,0,1,1
1421,46,26,160,54400,2,6.09,3,28,1,0,1,1,1
1422,25,36,181,55999,4,4.03,2,11,0,0,1,0,0
1423,54,6,119,57951,3,6.86,1,146,0,0,1,0,1
1424,57,4,144,17160,4,4.6,1,136,0,0,1,1,0
1425,60,10,44,65262,1,7.73,1,156,0,1,1,1,1
1426,35,14,147,29929,3,8.3,2,258,0,1,1,0,1
1427,47,2,119,93133,3,6.88,2,86,1,1,1,0,1
1428,31,4,165,21123,4,5.17,2,157,0,1,1,0,1
1429,26,22,24,38357,4,7.93,2,185,0,0,1,1,0
1430,36,36,38,80496,1,5.2,3,228,0,1,0,1,1
1431,59,8,189,43556,4,1.56,3,3,0,1,1,1,1
1432,56,14,37,93791,3,1.61,2,56,0,1,1,1,0
1433,33,2,140,71934,2,9.51,2,27,0,0,0,1,1
1434,63,28,51,88886,1,2.53,3,15,1,0,1,0,0
1435,25,5,168,40881,1,8.25,3,12,0,0,1,0,1
1436,50,16,29,28409,3,2.84,2,199,0,1,0,0,0
1437,51,25,56,65416,2,4.59,1,183,1,1,1,0,0
1438,31,20,196,77982,4,6.72,1,280,1,0,0,0,1
1439,25,7,105,40657,4,2.01,2,157,0,0,0,1,0
1440,47,20,32,96743,2,7.5,1,258,0,1,1,0,1
1441,56,10,164,58951,2,7.05,3,156,1,0,0,0,1
1442,34,37,28,18752,3,5.66,1,93,0,0,0,0,0
1443,64,7,107,23440,4,5.88,2,266,1,1,1,1,1
1444,31,23,191,54864,3,1.5,1,20,0,1,1,0,1
1445,37,34,65,59691,4,4.64,1,126,0,1,0,1,0
1446,62,13,155,82035,4,1.32,1,111,0,0,1,0,0
1447,47,13,138,96675,2,3.42,3,233,1,1,0,0,1
1448,27,9,184,90303,3,9.05,3,33,1,1,0,1,1
1449,33,11,38,32343,2,5.96,3,79,1,0,1,0,0
1450,56,37,193,29673,3,7.56,2,82,1,0,0,0,1
1451,46,33,113,69954,4,5.95,1,28,0,0,1,1,1
1452,37,9,45,64698,1,2.35,3,130,0,1,1,0,0
1453,60,16,65,36520,1,6.15,3,10,1,1,1,1,1
1454,30,16,137,25784,3,7.68,1,61,1,0,1,1,1
1455,27,2,65,48079,3,1.81,2,32,1,1,0,1,0
1456,48,30,33,54220,2,8.26,1,135,1,1,1,1,1
1457,40,0,104,30491,4,5.78,2,87,0,1,1,1,1
1458,28,11,82,58720,1,0.54,1,16,1,1,1,0,0
1459,59,38,91,24718,2,5.44,3,90,0,0,0,0,0
1460,35,3,22,45597,3,4.26,3,298,1,1,1,0,0
1461,50,12,47,71217,4,3.32,3,252,0,1,0,1,0
1462,27,33,144,36832,2,7.83,2,72,1,1,0,0,1
1463,35,20,176,64818,2,9.05,1,205,0,0,0,1,1
1464,39,21,106,22864,3,7.75,2,260,0,1,0,0,1
1465,62,3,165,98378,4,8.54,3,177,0,1,1,1,1
1466,54,17,182,18177,1,9.13,2,219,0,1,1,1,1
1467,51,4,96,56115,2,9.17,2,172,0,0,0,0,0
1468,25,18,95,66210,3,1.59,2,164,0,1,0,0,0
1469,62,1,194,61954,2,4.84,1,219,0,0,1,0,0
1470,56,11,133,21844,3,0.5,2,291,0,1,0,1,1
1471,62,16,152,84130,3,5.31,2,160,0,0,0,0,1
1472,49,9,94,23418,3,9.28,2,247,1,0,0,1,0
1473,35,33,78,44854,4,2.39,3,70,1,1,1,0,0
1474,55,5,78,98644,1,6.58,3,91,0,1,0,1,1
1475,28,7,66,85955,4,6.62,1,244,1,0,0,1,0
1476,46,10,114,98075,1,2.02,3,23,1,0,0,0,0
1477,41,11,160,53950,3,2.77,1,44,0,1,1,0,1
1478,38,8,97,75227,1,4.89,3,188,0,1,0,0,0
1479,62,1,132,22835,4,2.29,1,285,1,1,1,1,1
1480,50,7,128,27533,2,6.06,1,82,0,1,1,1,1
1481,55,10,125,97858,4,5.1,1,221,0,1,1,0,1
1482,63,35,108,20223,4,5.43,3,218,0,1,1,0,1
1483,35,9,52,20273,4,1.78,2,217,1,1,0,0,0
1484,47,20,116,43519,4,5.41,3,189,1,0,0,1,1
1485,64,19,98,34160,4,0.97,2,66,1,0,1,1,0
1486,58,7,35,84385,1,8.87,3,30,0,1,0,0,1
1487,49,35,63,58988,1,3.76,2,249,0,1,0,0,0
1488,60,28,139,20348,2,8.64,3,53,0,1,1,1,1
1489,29,11,153,93460,4,7.17,1,9,0,0,1,1,1
1490,27,13,127,77519,4,7.78,1,165,0,0,0,0,1
1491,53,20,162,24629,2,3.49,1,284,1,1,0,0,1
1492,45,21,23,59056,2,2.66,2,152,0,1,0,0,0
1493,64,20,75,21273,3,4.36,2,31,1,0,0,1,0
1494,32,29,83,50416,2,0.73,1,16,0,0,1,0,0
1495,54,38,181,17894,2,9.23,2,145,1,0,1,1,1
1496,52,19,114,56073,2,4.18,1,74,0,1,1,0,1
1497,61,23,75,55693,3,9.89,3,123,0,1,0,0,1
1498,53,22,51,61466,1,7.73,2,51,0,0,1,0,0
1499,40,6,135,34343,3,1.26,2,189,0,1,0,0,1
1500,58,8,28,53095,1,6.77,3,140,1,1,1,0,1
1501,24,0,124,41174,2,3.07,2,87,0,1,0,0,1
1502,36,25,97,60801,3,2.82,2,83,1,0,0,1,0
1503,35,37,180,82436,3,2.94,2,242,1,0,1,1,0
1504,51,37,106,79336,1,9.2,3,105,1,0,1,0,1
1505,34,21,40,52926,3,5.25,1,91,0,1,0,1,1
1506,61,9,74,82590,3,6.86,1,20,0,1,0,1,1
1507,24,5,95,48827,4,3.17,3,5,1,0,1,1,0
1508,54,16,149,54775,1,5.47,3,220,0,1,0,1,1
1509,35,37,160,51201,3,3.83,3,86,1,0,0,0,0
1510,49,23,145,39373,3,3.55,1,179,1,1,0,0,1
1511,63,9,151,37525,2,2.85,3,245,0,1,1,0,1
1512,39,7,103,82651,4,4.39,1,173,0,1,0,0,1
1513,62,20,197,40486,4,6.77,3,112,1,1,0,0,1
1514,53,5,134,88604,2,2.61,2,70,1,1,0,1,1
1515,56,20,67,28640,2,9.67,1,157,0,0,1,1,0
1516,46,38,142,71455,2,1.68,1,298,0,0,1,0,0
1517,57,23,97,46136,2,5.06,3,236,0,1,1,0,1
1518,28,32,49,72425,4,1.31,2,186,1,0,0,0,0
1519,41,17,48,66539,3,0.72,1,242,1,1,0,0,0
1520,52,27,155,91664,3,9.27,3,165,1,1,0,1,1
1521,29,31,159,34942,2,8.2,2,33,0,1,0,1,1
1522,32,11,60,78363,1,7.09,1,254,1,0,0,1,0
1523,63,26,45,68596,2,8.72,3,219,1,1,0,1,1
1524,54,9,69,91526,3,8.13,2,31,1,1,1,0,1
1525,56,31,21,45255,1,6.65,1,256,0,0,0,0,0
1526,50,25,74,72129,2,8.55,1,232,1,1,1,0,1
1527,37,24,123,95523,1,4.21,2,214,0,0,0,1,0
1528,52,10,33,72286,2,5.75,3,241,1,0,0,0,0
1529,59,22,153,96437,4,7.87,3,244,1,0,1,0,1
1530,51,33,147,26277,3,1.31,2,19,0,0,1,0,0
1531,44,39,123,11643,2,8.66,1,209,0,0,0,1,1
1532,26,22,114,33729,1,1.99,2,209,0,0,0,0,0
1533,42,28,100,96623,3,8.71,2,71,1,0,0,1,0
1534,54,30,80,31818,2,3.46,2,161,0,1,1,1,0
1535,58,6,31,75555,2,3.6,1,177,1,1,0,1,0
1536,26,39,32,63629,2,1.2,2,10,1,1,0,0,0
1537,49,32,166,65438,2,8.92,2,298,0,1,1,0,1
1538,39,20,191,19457,4,2.16,1,265,0,1,1,0,1
1539,34,1,108,69629,3,6.49,1,7,0,1,0,1,1
1540,44,17,114,43922,4,6.62,2,274,0,1,0,1,1
1541,39,32,78,19820,3,3.17,3,192,1,1,1,0,0
1542,32,36,56,42750,2,9.86,2,258,1,0,0,1,0
1543,23,33,44,47790,3,1.11,1,52,0,1,1,1,0
1544,44,19,35,98405,1,6.27,1,299,0,1,1,0,1
1545,48,34,185,44421,3,5.06,1,95,1,0,0,0,1
1546,40,17,190,78038,1,2.83,3,91,1,0,1,1,0
1547,36,23,106,92201,1,2.05,1,143,0,0,1,0,0
1548,51,7,161,72325,4,7.5,3,17,1,1,0,0,1
1549,34,29,153,35600,3,9.2,1,125,1,0,1,1,1
1550,58,9,42,39394,2,1.52,1,153,1,0,1,1,0
1551,57,22,145,89622,3,2.34,2,5,1,0,0,1,0
1552,34,10,79,46171,4,9.87,3,87,1,0,0,0,0
1553,29,1,159,71526,1,0.64,2,268,1,1,1,0,1
1554,51,25,160,23149,1,5.33,3,64,1,0,0,1,1
1555,33,35,119,40394,4,5.4,1,165,1,1,1,1,1
1556,55,32,122,24396,4,3.0,1,63,0,0,1,0,0
1557,28,12,153,33324,3,6.8,3,269,1,0,1,1,1
1558,37,39,82,57198,1,9.48,2,144,0,0,0,0,0
1559,54,24,57,92705,4,4.78,3,268,0,1,1,1,0
